COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
HISTORY,201,The Historian's Craft,My Grandfather?s Knocking Sticks: Ojibwe Family Life and Labor on the Reservation,'9780873519243'
FRENCH,631,Lit Francaise-XVIIIe Siecle,Lettres de Mistriss Henley publiees par son amie,'9780873527750'
RP & SE,365,Tching Math in Inclusive Set,Smarter Together,'9780873536561'
FOLKLORE,100,Introduction to Folklore,Folklore Rules,'9780874219050'
CS&D,503,"Neurl Mech Speech,Hear&Lang",Neuroanatomy through Clinical Cases,'9780878936137'
AFRICAN,323,Third Semester Arabic,Arabic-English Dictionary,'9780879500030'
N E,411,Nuclear Reactor Engineering,Nuclear Heat Transport,'9780894480140'
THEATRE,464,Costume Technology Topics,Costumes and Chemistry,'9780896762145'
COMP SCI,532,Mtrx Mthds in Machine Learning,Matrix Methods in Data Mining and Pattern Recognition,'9780898716269'
COMP SCI,714,Methods of Computatnl Math I,Finite Difference Methods for Ordinary and Partial Differential Equations,'9780898716290'
HORT,234,Ornamental Plants,The Houseplant Expert,'9780903505352'
POLI SCI,460,Topics in Political Philos,Hilaire Belloc: The Servile State,'9780913966327'
ILS,365,Machiavelli and His World,Mandragola (The Mandrake),'9780917974571'
AFRICAN,670,Theory & Methods LCTL Learning,The Whole World Guide to Language Learning,'9780933662759'
ITALIAN,203,Third Semester Italian,English Grammar for Students of Italian,'9780934034203'
THEATRE,464,Costume Technology Topics,From the Neck Up,'9780941082006'
GERMAN,236,Bascom Course,Nervous Conditions,'9780954702335'
L I S,341,Tpcs in Info St-Tech Aspects,Now You See It,'9780970601988'
PSYCH,601,Current Topics - Psychology,Psychology Applied To Work 11th Edition,'9780974934501'
CBE,660,Intmed Problems in ChE,Modeling and analysis principles for chemical and biological engineers,'9780975937716'
MATH,320,Linear Alg & Diff Equations,Differential equations and linear algebra,'9780980232790'
COM ARTS,552,Contemporary Hollywood Cinema,Christopher Nolan: A Labyrinth of Linkages,'9780983244059'
BOTANY,330,Algae,ALGAE,'9780986393532'
ENGL,814,Topics in Contemporary Lit,Buck Studies,'9780986437373'
MUSIC,466,Diction for Singers,"Phonetic Transcription for Lyric Diction, expanded",'9780997557855'
ASTRON,103,The Evolving Universe,Introduction to Astronomy,'9780998625737'
M H R,320,"Nw Vntrs in Bus,Arts&Soc Entrp",Entrepreneurship,'9781071803653'
RP & SE,300,Individls with Disabilities,Special education in contemporary society: An introduction to exceptionality,'9781071813461'
FRENCH,804,Interdis W Europ Studies Sm,The Protestant Ethic and the Spirit of Capitalism,'9781101098479'
M H R,628,Negotiations,Bargaining for Advantage: Negotiation Strategies for Reasonable People,'9781101221372'
PHYSICS,709,Intro to Quantum Computing,Quantum Information and Quantum Computation,'9781107002173'
ACT SCI,650,Actuarial Mathematics I,Actuarial Mathematics for Life Contingent Risks,'9781107044074'
POLI SCI,414,Supreme Ct as Pol Instit,"The Conscientious Justice: How Supreme Court Justices' Personalities Influence the Law, the High Cou",'9781107168718'
M E,364,Elementary Heat Transfer,Introduction to engineering heat transfer,'9781107179530'
INTER-LS,107,1st-Yr Smr: Social&Natural Sci,Finding Our Place in the Solar System,'9781107182295'
N E,305,Fundamentals-Nuclear Engr,Introduction to quantum mechanics,'9781107189638'
ASIALANG,141,First Semester Sanskrit,The Cambridge Introduction to Sanskrit,'9781107459069'
ASIAN,255,Intro East Asian Civilizations,A History of East Asia,'9781107544895'
THEATRE,329,Intro-Africn-Amer Performnc,The Cambridge Companion to African American Theatre,'9781107602755'
POLI SCI,414,Supreme Ct as Pol Instit,The Solicitor General and the United States Supreme Court,'9781107680999'
A A E,881,Benefit-Cost Analysis,Cost-Benefit Analysis: Concepts and Practice,'9781108401296'
MATH,431,Intro-Theory of Probability,Introduction to Probability (Cambridge Mathematical Textbooks),'9781108415859'
PHYSICS,731,Quantum Mechanics,Modern Quantum Mechanics,'9781108422413'
ESL,116,Acad Reading and Vocab Skills,Making Connections 4: Skills and Strategies for Academic Reading,'9781108570237'
COM ARTS,610,Topics-Rhetoric&Pub Address,Trump and Us: What He Says and Why People Listen,'9781108796415'
AGRONOMY,100,Prin & Prac-Crop Production,"Introduction to Agronomy: Food, Crops, and Environment",'9781111312336'
ENGL,415,Introduction to TESOL Methods,Teaching English as a Second or Foreign Language,'9781111351694'
PSYCH,225,Research Methods,Methods: Toward a Science of Behavior and Experience,'9781111521158'
E P D,702,Professional Presentations,"Slide Rules: Design, build, and archive presentations in the engineering and technical fields",'9781118002964'
E P D,518,Quality Engr & Quality Mgmnt,Design and Analysis of Experiments,'9781118146927'
PHYSICS,247,A Modern Intro to Physics,Fundamentals of Physics Extended,'9781118230725'
RP & SE,980,Clin Reh Cnslg-Adv Assess Prac,Essentials of WAIS-IV assessment,'9781118271889'
CBE,440,Chemical Engineering Matl,Materials Science and Engineering - an Introduction,'9781118324578'
CBE,430,Chem Kinetcs & Reactor Dsgn,Introduction to Chemical Engineering Kinetics and Reactor Design,'9781118368251'
FINANCE,420,Investmt Bankg & Capital Mrkts,"Investment Banking: Valuation, Leveraged Buyouts, and Mergers and Acquisitions",'9781118472200'
CSCS,335,Communicating-Key Audiences,"The Brand IDEA:  Managing Nonprofit Brands with Integrity, Democracy and Affinity",'9781118555835'
M H R,322,Intro to Entrepreneurial Mgnt,Disciplined Entrepreneurship:24 Steps to a Successful Startup,'9781118692288'
CIV ENGR,631,Toxicants in the Environmnt,Environmental Organic Chemistry,'9781118767238'
B M E,320,Intro Transport Phenomena,Introductory Transport Phenomena,'9781118775523'
PHM SCI,750,The Drug Development Process,Drugs: From Discovery to Approval,'9781118907276'
DS,222,Interior Design I,Residential Interior Design: A Guide to Planning Spaces,'9781119013976'
E C E,740,Electromagnetic Theory,"Theory and Computation of Electromagnetic Fields, 2nd Edition",'9781119108047'
MARKETNG,722,Logistics Management,"Global Logistics & Supply Chain Management, 3rd edition",'9781119117827'
KINES,370,"Pln, Fac, Assess Mvmt & Hlth",Health Promotion Programs; From Theory to Practice,'9781119163336'
COUN PSY,926,Ethical & Professional Issues,Ethics in psychotherapy and counseling,'9781119195443'
DS,222,Interior Design I,NKBA Kitchen and Bathroom Planning Guidelines with Access Standards,'9781119216001'
ED PSYCH,570,Found of Ed Measurement,Educational Testing and Measurement,'9781119229346'
ELPA,841,Legal Aspects of Higher Ed,"The Law of Higher Education, 6th Edition: Student Version",'9781119271918'
G L E,537,Quantitative Methods,MATLAB: An Introduction with Applications,'9781119299257'
DS,222,Interior Design I,The Codes Guidebook for Interiors,'9781119343196'
ELPA,961,Critical Issues in Ed Policy,Empowered Educators,'9781119369608'
B M E,462,Medical Instrumentation,Medical Instrumentation: Application and Design,'9781119457336'
COUN PSY,800,Theories of Counseling,Counseling and Psychotherapy Theories in Context and Practice:3rd Edition,'9781119473312'
M E,424,Stat Expermntl Design,Design and Analysis of Experiments,'9781119492443'
ACCT I S,100,Intro Financial Accounting,Financial Accounting (WileyPLUS Next Generation Code and Loose-leaf print book),'9781119493648'
ACCT I S,100,Intro Financial Accounting,Financial Accounting WileyPLUS Next Generation Code (Standalone),'9781119493679'
ACCT I S,211,Intro Managerial Accounting,Managerial Accounting - Tools For Business Decision Making,'9781119498728'
ACCT I S,302,Financial Reporting II,Intermediate Accounting,'9781119503682'
DY SCI,535,Dairy Farm Mgmt Practicum,Bullet Proof Problem Solving,'9781119553021'
E P D,629,Powertrain Systems & Controls,Control Systems Engineering,'9781119590132'
PSYCH,720,Cognitive Neuroscience,Essentials of Cognitive Neuroscience,'9781119607'
ELPA,827,Surveys/Quant Data Collection,"Internet, Phone, Mail, and Mixed-Mode Surveys: The Tailored Design Method, 4th Edition",'9781119622895'
ACCT I S,301,Financial Reporting I,Intermediate Accounting (see options below),'9781119632290'
L I S,706,Data Mining Planning and Mgmt,"Predictive Analytics, Data Mining and Big Data: Myths, Misconceptions and Methods",'9781137379276'
ECON,455,Behavioral Economics,Behavioral Economics,'9781138097124'
CURRIC,240,"Crit Aspects Teach, Schl, Educ",Education and Racism: A Primer,'9781138118775'
ELPA,736,Admin Stdt Serv-Higher Educ,Helping Skills for Working with College Students,'9781138122376'
ECON,548,Economics of Health Care,Health Economics,'9781138207981'
PUB AFFR,380,Tools for Public Policy,Policy Analysis: Concepts and Practice,'9781138216518'
CNSR SCI,561,Retail Channel Strategy,"Experiential Marketing Consumer Behavior, Customer Experience and The 7Es",'9781138293151'
HISTORY,201,The Historian's Craft,The Witchcraft Reader,'9781138565425'
LSC,720,Intro-Communication Thry&Rsch,Media Effects: Advances in Theory and Research,'9781138590229'
ELPA,961,Critical Issues in Ed Policy,New Imperatives of Educational Change,'9781138926936'
COM ARTS,351,Television Industries,From Networks to Netflix: A Guide to Changing Channels,'9781138998513'
ECON,390,Contemporary Economic Issues,Factfulness,'9781250123824'
ASIAN AM,240,Topics-Asian Amer Studies,Number One Chinese Restaurant. A Novel,'9781250141293'
ENGL,814,Topics in Contemporary Lit,Severance,'9781250214997'
E P D,612,Technical Project Management,Project Management: The Managerial Process,'9781259666094'
I SY E,315,Production Planning&Control,OPERATIONS & SUPPLY CHAIN MANAGEMENT,'9781259666100'
CNSR SCI,562,The Global Consumer,International Marketing,'9781259712357'
STAT,371,Intro Applied Stats-Life Sci,Statistics for Engineers and Scientists 5th Edition,'9781259717604'
E P D,613,Intl Engr Strategies&Operatns,"International Management - Culture, Strategy and Behavior",'9781259921926'
KINES,566,Promoting Community Health,Health Education: Elementary and Middle School Applications,'9781259922381'
KINES,370,"Pln, Fac, Assess Mvmt & Hlth",Teaching Physical Education for Learning,'9781259922411'
COM ARTS,181,Elements of Speech-Honors,eBook version of The Art of Public Speaking,'9781259924606'
FINANCE,320,Investment Theory,Investments,'9781260013832'
M H R,610,Compensation: Theory & Adm,Compensation (see website information below to purchase),'9781260043723'
COM ARTS,350,Introduction to Film,Film Art: An Introduction,'9781260056082'
PHM PRAC,551,Clinical Pharmacokinetics,Pharmacotherapy: A pathophysiologic Approach,'9781260116816'
ANAT&PHY,335,Physiology,Vander's Human Physiology,'9781260231571'
M H R,705,Human Resource Management,Human Resource Management,'9781260262575'
NUTR SCI,132,Nutrition Today,Nutrition: Ecology and Behavior,'9781260361100'
COM ARTS,100,Intro to Speech Composition,"Connect Access Card for The Art of Public Speaking,",'9781260412888'
NURSING,704,Ldrshp in Adv Practc Nursing I,Advanced Practice Nursing: Essential Knowledge for the Profession,'9781284072570'
NUTR SCI,525,"Nutrition, Fitness and Health",Practical Applications in Sports Nutrition,'9781284101393'
NUTR SCI,653,Clinical Nutrition Research,Nutrition Research Concepts and Applications,'9781284101539'
PUBLHLTH,783,Quantitative Approaches to PH,Essentials of Biotatistics in Public Health,'9781284108194'
OCC THER,811,Appld Leadshp & Mangmnt in OT,"Leadership for Health Professionals: Theory, Skills, and Applications",'9781284109412'
PUBLHLTH,783,Quantitative Approaches to PH,Essentials of Epidemiology in Public Health,'9781284128352'
NUTR SCI,651,Adv Clin Nutrition Pediatrics,Samour & King's Pediatric Nutrition in Clinical Care,'9781284146394'
S&A PHM,411,Pharmacy and Health System,McCarthy's Introduction to Health Care Delivery: A Primer for Pharmacists,'9781284564426'
ITALIAN,204,Fourth Semester Italian,Ponti (Hard Cover),'9781285041902'
CHEM,104,General Chemistry II,A subscription to OWLv2 for Chemistry: The Molecular Science,'9781285460369'
FRENCH,204,Fourth Semester French,Sur le Vif (bundle: ISBN 978-1285-72260-3,'9781285722603'
SPANISH,325,Advanced Conversation,Conversaciones creadoras,'9781285733845'
SOC WORK,721,Methods-Planning Analysis,Applied Statistics for Public and Nonprofit Administration (9th Edition),'9781285737232'
MICROBIO,303,Biology of Microorganisms,Through the Microscope,'9781304788573'
MATH,211,Calculus,***See special instructions***,'9781305085312'
RP & SE,501,Rehab-Cnslg Psych: Applcatn,The Human Services Internship: Getting the Most from Your Experience,'9781305087347'
SOC WORK,640,Diversity Opp Soc Just in SW,"Race, Class, and Gender: An Anthology",'9781305093614'
STAT,311,"Intro Math Stat (Theo, Meth) I",PROBABILITY AND STATISTICS for Engineers and the Sciences,'9781305251809'
RP & SE,500,Rehab-Cnslg Psych: Foundatn,"Theory, Practice, and Trends in Human Services: An Introduction (6th Edition)",'9781305271494'
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,Interpersonal Process in Therapy: An integrative Model,'9781305271531'
STAT,371,Intro Applied Stats-Life Sci,An Introduction to Statistical Methods and Data Analysis,'9781305465527'
RP & SE,464,Diagnosis and Assessment,Assessment in Special and Inclusive Education,'9781305642355'
NUTR SCI,641,App Clinical Nutrition I,Medical Nutrition Therapy. A case Study Approach,'9781305875357'
LSC,314,Intro to Digital Video Prod,Video Basics (8th Edition),'9781305950863'
M H R,434,Venture Creation,New Venture Creation -Fall 2020,'9781307623796'
C&E SOC,360,Stats for Sociologists I,The Basic Practice of Statistics,'9781319042578'
HISTORY,261,American Legal History to 1860,Dred Scott v. Sandford: A Brief History with Documents,'9781319048983'
ECON,464,International Trade,International Trade,'9781319061'
ECON,461,International Macroeconomics,International Macroeconomics,'9781319061722'
HISTORY,201,The Historian's Craft,The Salem Witch  Hunt: A Brief History with Documents,'9781319088132'
CHEM,343,Intro Organic Chemistry,Organic Chemistry Custom Bundle (text and solutions manual),'9781319100704'
AMER IND,100,Intro-Amer Indian Studies,First Peoples: A Documentary Survey of American Indian History,'9781319104917'
ECON,441,Analytical Public Finance,Public Finance and Public Policy,'9781319105280'
HISTORY,600,Advanced Seminar in History,A Pocket Guide to Writing in History,'9781319113025'
BIOLOGY,152,Introductory Biology,How Life Works,'9781319328634'
ECON,102,Principles-Macroeconomics,"Principles of Macroeconomics, Loose-leaf Version",'9781337378994'
ECON,410,Introductory Econometrics,Introductory Econometrics: A Modern Approach,'9781337558860'
ACCT I S,630,Audit and Assurance Services,Auditing: A Risk-Based Approach,'9781337619455'
INFO SYS,422,Computer-Based Data Mgt,"Database Systems: Design, Implementation, & Management",'9781337627900'
MATH,112,Algebra,WebAssign for College Algebra,'9781337771870'
ITALIAN,204,Fourth Semester Italian,Ponti (Looseleaf version),'9781337816878'
MATH,319,Tech-Ordinary Diff Equation,WebAssign(with eBook) for Zill Differential equations with Boundary-Value Problems,'9781337879767'
ENGL,458,Major American Writer(s),Ernest Hemingway: A Literary Life,'9781349520299'
PSYCH,508,Human Emotions:Biology-Culture,Psychology of Emotion,'9781351995719'
BSE,249,Engr Principles-Biol Systms,BSE 249: Engineering Principles for Biological Systems,'9781394047345'
COM ARTS,612,Topics-Communicatn Science,The Immortal Life of Henrietta Lacks,'9781400052189'
SLAVIC,245,Topics-Slavic Literatures,War and Peace. Translated by Richard Pevear and Larissa Volokhonsky,'9781400079988'
G L E,801,Spec Topics-Geological Engr,Earthquake and Volcano Deformation,'9781400833856'
ED PSYCH,326,"Mind, Brain and Education",The Learning Brain,'9781405124010'
ENGL,315,English Phonology,Introductory Phonology,'9781405184113'
ENGL,176,Topics in Literature and Film,A Midsummer Night's Dream,'9781408133491'
CURRIC,318,Teaching Reading and Writing,Using the Language Experience approach with English Language Learners,'9781412955058'
SOC WORK,949,Proseminar,Qualitative inquiry and research design: Choosing among five approaches (3rd Ed.).,'9781412995306'
AFROAMER,156,Black Music&Am Cultrl Hist,The Rap Yearbook,'9781419718182'
ASIAN AM,150,Lit & Culture of Asian America,The Best We Could Do,'9781419718786'
SOIL SCI,622,Soil Physics,Soil Physics with HYDRUS: Modeling and Applications,'9781420073805'
ELPA,887,Diversity and Inequality,"Degrees of Inequality Culture, Class, and Gender in American Higher Education",'9781421405742'
ELPA,701,Intro-Higher & Post-Sec Ed,American Higher Education in the 21st Century,'9781421419909'
SOC WORK,836,Mental Hlth Policies&Services,Committed: The Battle over Involuntary Psychiatric Care,'9781421420783'
ELPA,701,Intro-Higher & Post-Sec Ed,A History of American Higher Education,'9781421428833'
E C E,235,Intro-Solid State Electronics,Modern Physics,'9781429250788'
GEOSCI,875,Advanced Topics in Geology,Earth's Climate: Past and Future,'9781429255257'
GEOSCI,304,Geobiology,Earth System History,'9781429255264'
NURSING,741,Adv Prac Nrsg Thry-Famly&Child,Theories of Developmental Psychology,'9781429278980'
OCC THER,673,Sci Inq-OT III: Data Coll&Anal,Publication Manual of the American Psychological Association,'9781433805615'
RP & SE,842,Legal Foundations of Spec Ed,Publication manual of the American Psychological Association,'9781433832161'
RP & SE,501,Rehab-Cnslg Psych: Applcatn,Publication Manual of the American Psychological Association,'9781433832178'
RP & SE,310,Positive Psych and Well Being,Flourish: A visionary new understanding of happiness and well-being,'9781439190760'
NUTR SCI,650,Adv Clin Nutr: Crit Care Nutr,Nutrition Support for the Critically Ill Patient: A Guide to Practice,'9781439879993'
M S & E,456,"Elec,Opt&Mag Prop of Materials",Electronic Properties of Materials,'9781441981646'
ANTHRO,860,Hist-Anthropological Theory,"Anthropological Theory: An Introductory	History",'9781442257023'
HISTORY,201,The Historian's Craft,The Bedevilment of Elizabeth Lorentz,'9781442634947'
ANTHRO,860,Hist-Anthropological Theory,A History of Anthropological Theory,'9781442636835'
ANTHRO,860,Hist-Anthropological Theory,"Readings for a History of Anthropological Theory, Fifth Edition",'9781442636873'
GEOSCI,202,Intro to Geologic Structures,An Introduction to Geological Structures & Maps,'9781444112122'
ELPA,502,Wkshp-Ed Leadership & Pol Anal,Administration of Intercollegiate Athletics,'9781450468152'
KINES,330,Research in Kinesiology,Research Methods in Physical Activity,'9781450470445'
PHM SCI,542,Parenteral Therapy & Nutrition,Pharmaceutical Calculations,'9781451120363'
HISTORY,427,US Military History to 1902,For the Common Defense: A Military History of the United States from 1607 to 2012,'9781451623536'
RELIG ST,305,"Women, Gender and Religion",Book of Mormon Girl,'9781451699685'
SOC WORK,949,Proseminar,Qualitative methods in social work research (3rd Edition).,'9781452256702'
E P D,611,Engr Economics & Management,Managerial Accounting (Purchase directly from publisher - see link below),'9781453375723'
CNSR SCI,665,Household Risk Management,Risk Management for Individuals and Enterprises v2.0,'9781453392072'
LAW,801,Evidence,AN ANALYTICAL APPROACH TO EVIDENCE,'9781454862987'
LAW,817,Business Organizations I,Business Organizations,'9781454868361'
LAW,711,Contracts I,Contracts: Cases and Doctrine,'9781454871033'
LAW,828,International Transactions,"International Business Transactions: Problems, Cases, and Materials Documents Supplement",'9781454875666'
LAW,714,Civil Procedure I,Civil Procedure:  A Coursebook (3rd Edition),'9781454881421'
LAW,736,Secured Transactions,Problems and Materials on Secured Transactions,'9781454886068'
LAW,850,Professnl Responsibilities,"Ethical Problems in the Practice of Law, Concise 4th edition",'9781454891284'
CS&D,503,"Neurl Mech Speech,Hear&Lang",Nolte's the Human Brain,'9781455728596'
HISTORY,130,Intro to World History,Islam in the Indian Ocean: A Brief History with Documents,'9781457609770'
ECON,725,Machine Learning for Econ,Introduction to Statistical Learning,'9781461471387'
ED PSYCH,840,Clinical Pract-School Psych,Clinical Interviews for Children and Adolescents: Assessment to Intervention,'9781462508419'
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,Clinical Handbook of Psychological Disorders,'9781462513260'
NURSING,726,Foundations APN Clin Pract I,DSM 5 Made Easy: The clinician's guide to diagnosis,'9781462514427'
CURRIC,368,The Teaching of Reading,Best Practices in Literacy Instruction,'9781462536771'
M M & I,528,Immunology,Kuby Immunology 8th Edition,'9781464189784'
HISTORY,861,Seminar-History of Africa,"Domingos Alvares, African Healing and the Intellectual History of the Atlantic World",'9781469609'
HISTORY,861,Seminar-History of Africa,"The Walking Qur?an: Islamic Education, Embodied Knowledge and History in West Africa",'9781469614'
AFROAMER,712,Educ and Civil Rights Movement,A Chance for Change: Head Start and Mississippi's Black Freedom Struggle,'9781469627809'
HIST SCI,720,Historiography & Methods,Medicalizing Blackness,'9781469632872'
CHICLA,153,Latina/Latino/Latinx History,They Should Stay There: The Story of Mexican Migration and Repatriation During the Great Depression,'9781469634265'
AFROAMER,338,The Black Arts Movement,"Liberated Threads: Black Women, Style, and the Global Politics of Soul",'9781469636139'
AFROAMER,338,The Black Arts Movement,: RemakingBlack Power: How Black Women Transformed an Era,'9781469654737'
ART HIST,515,Proseminar in Medieval Art,Ashgate Research Companion to Monsters and the Monstrous,'9781472418012'
L I S,622,Childrens Literature,The Bloomsbury Introduction to Children's and Young Adult Literature,'9781472575531'
ASIAN AM,240,Topics-Asian Amer Studies,Food Studies A Hands-On Guide,'9781474298711'
MATH,763,Intro to Algebraic Geometry,Algebraic Geometry,'9781475738490'
AFROAMER,222,Intro-Black Women Writers,Redefining Realness,'9781476709130'
ENGL,458,Major American Writer(s),A Farewell to Arms,'9781476764528'
ENGL,350,Topics in Gender & Literature,Glitter Up the Dark: How Pop Music Broke the Binary,'9781477318782'
HISTORY,861,Seminar-History of Africa,"At Penpoint: African Literatures, Postcolonial Studies and the Cold War",'9781478009'
ENGL,577,Postcolonial Theatre,The Trial of Dedan Kimathi,'9781478611318'
HIST SCI,720,Historiography & Methods,Fugitive Science,'9781479847662'
COM ARTS,359,Sports Media,Keywords for Media Studies,'9781479859610'
FOOD SCI,410,Food Chemistry,Fennema's Food Chemistry,'9781482243611'
ELPA,940,Topics Seminar-Educ Leadership,Mixed methods research: A guide to the field,'9781483306759'
S&A PHM,702,Intro to Mixed Methods,Designing and Conducting Mixed Methods Research,'9781483344379'
S&A PHM,702,Intro to Mixed Methods,A Concise Introduction to Mixed Methods Research,'9781483359045'
ELPA,911,Authentic Pedagogy and Achieve,Authentic intellectual work: Improving teaching for rigorous learning,'9781483381084'
STAT,240,Intro to Data Modeling I,R for Data Science,'9781491910399'
L I S,646,Intro Info Architecture,Information Architecture: For the Web and Beyond,'9781491911686'
L I S,646,Intro Info Architecture,"Learning Web Design: A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics",'9781491960202'
KINES,547,Skills for Health,"The essentials of teaching: Health education curriculum, instruction and assessment.",'9781492508236'
KINES,364,Assessmnt&Progrmg Adaptd PE,Developmental & Adapted Physical ActIvity Assessment,'9781492543800'
PHY THER,676,Musculoskeletal Dysfunction I,Orthopedic Joint Mobilization and Manipulation: An Evidenced-Based Approach,'9781492544951'
KINES,112,Measuring Physical Act Beh,Foundations of Physical Activity and Public Health,'9781492589976'
KINES,112,Measuring Physical Act Beh,Foundations of Physical Activity and Public Health ebook,'9781492592822'
HISTORY,120,Europe&Mod World 1815-On,Darkness at Noon,'9781501161315'
POLI SCI,401,Selected Topics-Poli Sci,The Professional Soldier: A Social and Political Portrait,'9781501179327'
LEGAL ST,645,Intellectual Freedom,Copyright's Highway: The Law and Lore of Copyright from Gutenberg to the Celestial Jukebox,'9781503609228'
RP & SE,719,Intro to Qualitative Research,Qualitative inquiry & research design. Choosing among five approaches.,'9781506330204'
RP & SE,310,Positive Psych and Well Being,Positive Psychology: The Scientific and Practical Explorations of Human Strengths,'9781506357355'
JOURN,658,Communication Rsch Methods,Investigating the Social World The Process and Practice of Research,'9781506361192'
RP & SE,506,Strategy-Inclusive Schoolng,Joyful Learning: Active and Collaborative Learning Strategies for Inclusive Classrooms,'9781506375663'
ELPA,886,Internationalization Higher Ed,"The Doha Experiment: Arab Kingdom, Catholic College, Jewish Teacher",'9781510721722'
FRENCH,322,Intro to Lit of Modernity,Amphitryon 38,'9781512347005'
SOC WORK,835,Adv Soc Work Pract-Mental Hlth,The Color of Hope: People of Color Mental Health Narratives,'9781514273487'
CURRIC,240,"Crit Aspects Teach, Schl, Educ","Teaching, Schooling, and Education",'9781516549931'
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Matters of Care: Speculative Ethics in More Than Human Worlds,'9781517900'
CSCS,300,Nonprofit Sector: Overview,Living for Change:  Grace Lee Boggs An Autobiography,'9781517901486'
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Trans Care,'9781517911'
LAW,711,Contracts I,Contracts: Law in Action: Volume I,'9781522104049'
LAW,711,Contracts I,Contracts: Law in Action: Volume I,'9781522104063'
SCAND ST,101,First Semester Norwegian,Sett i Gang I  textbook   Edition II,'9781530276004'
LAW,731,Constitutional Law I,Constitutional Law: a Context and Practice Casebook,'9781531004545'
LAW,732,Real Estate Transactions I,"Understanding Modern Real Estate Transactions, Fourth Ed.",'9781531006'
LAW,723,Legal Research and Writing,A Lawyer Writes,'9781531008765'
L I S,602,Info: Org and Search,Online searching: a guide to finding quality information efficiently and effectively.,'9781538115077'
L I S,602,Info: Org and Search,Online searching: A guide to finding quality information efficiently and effectively,'9781538115084'
POLI SCI,408,The American Presidency,Presidential Leadership: Politics and Policy Making,'9781538136089'
POLI SCI,511,Campaign Finance,Game Changers,'9781538136188'
ENGL,245,Seminar in the Major,Parable of the Sower,'9781538732182'
SCAND ST,201,Second Year Norwegian,Sett i Gang II  textbook   Edition II,'9781540745712'
FRENCH,203,Third Semester French,Portails 2,'9781543304466'
LAW,828,International Transactions,International Business Transactions:  Problems Cases and Materials,'9781543801040'
CNSR SCI,562,The Global Consumer,Consumer Behavior & Culture: Consequences for Global Marketing and Advertising,'9781544318158'
POLI SCI,305,Elections & Voting Behavior,Change and Continuity in the 2016 and 2018 Elections,'9781544356747'
POLI SCI,305,Elections & Voting Behavior,Change and Continuity in the 2016 and 2018 Elections,'9781544356778'
POLI SCI,359,American Foreign Policy,The Politics of United States Foreign Policy,'9781544374550'
JOURN,618,Mass Comm & Political Behav,"Mediated Democracy: Politics, the News and Citizenship in the 21st Century",'9781544379159'
ENGL,176,Topics in Literature and Film,The Time Machine,'9781551113050'
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Care Work: Dreaming Disability Justice,'9781551527383'
ENVIR ST,126,Principles-Envrnmtl Science,How Bad Are Bananas?: The Carbon Footprint of Everything,'9781553658313'
MICROBIO,470,Micro Genetics & Mol Machines,Molecular Genetics of Bacteria,'9781555816278'
ENGL,174,Literature and Social Justice,Citizen,'9781555976903'
ENGL,814,Topics in Contemporary Lit,Oculus,'9781555978259'
ENGL,814,Topics in Contemporary Lit,Be Recorder,'9781555978488'
SOC,674,Demographic Techniques I,Demography: Measuring and Modelling Population Processes,'9781557864512'
CHICLA,330,Topics in Chicano/a Studies,...And the Earth Did Not Devour Him,'9781558850835'
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Venus,'9781559361354'
ENGL,577,Postcolonial Theatre,A Tempest,'9781559362103'
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Intimate Apparel and  Fabulation,'9781559362795'
AFROAMER,225,Intro-AfricanAmer Dramatic Lit,Radio Golf,'9781559363082'
ASIAN,307,A Survey of Tibetan Buddhism,INTRODUCTION TO TIBETAN BUDDHISM,'9781559392822'
E P D,518,Quality Engr & Quality Mgmnt,Change Basics,'9781562864521'
RP & SE,842,Legal Foundations of Spec Ed,A guide to Special Education Law,'9781565341838'
ENGL,822,Topics in Theory,Ornamental,'9781566895804'
OCC THER,811,Appld Leadshp & Mangmnt in OT,Mentoring Leaders: the Power of Stroryteling for Building Leadership in Health Care and Education,'9781569003190'
ASIAN,307,A Survey of Tibetan Buddhism,The Words Of My Perfect Teacher,'9781570624124'
F&W ECOL,248,"Envir, Nat Resources & Society",Braiding Sweetgrass,'9781571313355'
ENVIR ST,402,Soc Perspectives-Envir Studies,The Home Place (paperback edition),'9781571313508'
E P D,636,Introduction to Polymers,Polymer Chemistry,'9781574447798'
I SY E,515,Engr Mgt-Cont Proc Imprvmnt,The Memory Jogger 2: Tools for Continuous Improvement and Effective Planning,'9781576811139'
AFROAMER,272,Race&Am Pol:New Deal-New Right,"Race, Reform and Rebellion: The Second Reconstruction and Beyond in Black America",'9781578061549'
LAW,957,Intro to Estate Planning,Eckhardt's Workbook for Wisconsin Estate Planners,'9781578625475'
ELPA,715,Govern&Admin-Coll&Universty,"Academic Leadership and Governance of Higher Education: a Guide for Trustees, Leaders, and Aspiring",'9781579224813'
